"host_id.x","host_id.y","numReviewers"
"H18761839","H21506582",2
"H18761839","H22717482",2
"H18761839","H35004",2
"H18761839","H5968774",8
"H18830369","H25476243",2
"H18894668","H22666136",2
"H18894668","H52821397",2
"H18896296","H18715163",14
"H18896296","H38713270",2
"H18896296","H75679",19
"H19008477","H10292499",2
"H19008477","H11273927",2
"H19008477","H29738489",2
"H19008477","H3576720",2
"H19008477","H5812009",2
"H19008477","H83234",2
"H1903170","H28827689",2
"H1907809","H1399272",2
"H1907809","H17633",2
"H1907809","H2583808",2
"H1907809","H4162277",4
"H1907809","H55781438",2
"H1910090","H39930655",6
"H19112828","H24049370",4
"H19112828","H8160186",2
"H19214127","H2944360",2
"H19214127","H42933839",2
"H19214127","H45390384",2
"H19214127","H7025353",3
"H192856","H11793019",2
"H192856","H2261483",2
"H19328870","H1565502",12
"H19328870","H22489034",2
"H19328870","H28827689",5
"H19355750","H54846861",2
"H19355750","H8008783",2
"H1946840","H46630199",2
"H19508381","H6353432",2
"H19536243","H6336395",2
"H19588566","H11611752",2
"H19588566","H12514858",2
"H19588566","H18220671",2
"H19588566","H2070536",2
"H19588566","H31600200",2
"H19588566","H39930655",8
"H19588566","H52703422",2
"H19588566","H5778691",2
"H19588566","H8008783",2
"H19679546","H33747834",2
"H19679546","H34193611",2
"H19710172","H17633",2
"H1972308","H343320",2
"H19806535","H17633",2
"H1993915","H15540626",3
"H1993915","H7630547",3
"H19962086","H12260580",2
"H19962086","H4990750",2
"H19962086","H6059772",2
"H19962086","H6355237",2
"H19988125","H11611752",2
"H20056719","H5356790",2
"H20129312","H17633",3
"H20161222","H36270684",2
"H20161222","H6353432",2
"H2020995","H1215860",10
"H2020995","H2252538",11
"H2020995","H301975",15
"H2020995","H343320",80
"H2020995","H4645",5
"H2020995","H5059",5
"H2020995","H616715",10
"H2020995","H695008",20
"H2020995","H970466",5
"H20236500","H2221219",3
"H20282","H5803",9
"H2036660","H11585007",2
"H2036660","H6147951",2
"H2036660","H814151",2
"H2036660","H9240073",2
"H20371167","H15878465",2
"H20371167","H29712821",2
"H20371167","H61362641",2
"H20371167","H65220625",2
"H20371167","H75194386",2
"H20371167","H84771858",2
"H20371167","H99483008",4
"H2038963","H101148074",2
"H2038963","H10292686",5
"H2038963","H11403959",12
"H2038963","H12161205",2
"H2038963","H14540196",2
"H2038963","H25311748",3
"H2038963","H4239949",2
"H2038963","H43014415",2
"H2038963","H4576149",2
"H2038963","H5448602",2
"H2038963","H6263160",4
"H2038963","H8354112",2
"H20527599","H102490331",4
"H20527599","H115569662",4
"H20527599","H12270625",2
"H20527599","H61362641",2
"H20530337","H15808010",6
"H20530337","H2261483",2
"H20530337","H3781807",3
"H20530337","H56885621",2
"H20548311","H15540626",3
"H20548311","H24709407",2
"H20548311","H30386874",2
"H20548311","H4240274",2
"H20548311","H6150789",2
"H20548311","H7049884",2
"H20616367","H28110697",2
"H20616367","H5318956",2
"H20616367","H7042945",2
"H2070536","H10656987",2
"H2070536","H11611752",2
"H2070536","H1215860",2
"H2070536","H1468884",2
"H2070536","H1565502",2
"H2070536","H15902586",2
"H2070536","H16308520",2
"H2070536","H17633",2
"H2070536","H19588566",2
"H2070536","H2598912",2
"H2070536","H2726546",2
"H2070536","H27323824",2
"H2070536","H2944360",4
"H2070536","H343320",5
"H2070536","H39742620",2
"H2070536","H39930655",8
"H2070536","H46630199",4
"H2070536","H5121445",5
"H2070536","H5487930",2
"H2070536","H6033284",6
"H2070536","H7025353",6
"H2070536","H8008783",2
"H2070536","H8347591",2
"H2070536","H8386207",4
"H2070536","H89849",2
"H2072106","H1728040",2
"H2072106","H35295069",4
"H2072106","H6336395",3
"H2072106","H8261484",3
"H2072439","H814151",2
"H2072439","H9240073",2
"H20724798","H25188",2
"H20724798","H41047431",2
"H20915410","H4492140",2
"H20916687","H110003",4
"H20916687","H1565502",2
"H20916687","H1624394",2
"H20916687","H3238684",2
"H20916687","H511136",2
"H21032851","H11069555",5
"H21032851","H11630609",10
"H21032851","H13817352",5
"H21032851","H14139251",5
"H21032851","H1721549",4
"H21032851","H24049370",2
"H21032851","H24336073",6
"H21032851","H25115282",3
"H21032851","H253258",2
"H21032851","H26228670",3
"H21032851","H30383311",3
"H21032851","H31548826",9
"H21032851","H35456515",6
"H21032851","H35794807",3
"H21032851","H37722870",5
"H21032851","H3805104",5
"H21032851","H46542918",2
"H21032851","H46630199",3
"H21032851","H53137795",15
"H21032851","H55781438",3
"H21032851","H5812009",2
"H21032851","H6653523",5
"H21032851","H7025353",2
"H21032851","H7042945",2
"H21032851","H8008783",22
"H21032851","H81951197",3
"H21032851","H8201030",2
"H21032851","H824423",3
"H21032851","H8556430",3
"H21032851","H8591234",3
"H21032851","H87346288",21
"H21057985","H1546598",4
"H21057985","H1565502",2
"H21057985","H29299104",2
"H21057985","H466987",2
"H21057985","H509854",2
"H21057985","H64565492",2
"H21057985","H6527",2
"H21088669","H33747834",2
"H21088669","H3393172",2
"H21088669","H34193611",2
"H21088669","H46630199",2
"H21132530","H11611752",2
"H21132530","H1864688",2
"H21132530","H39930655",2
"H21132530","H8354112",2
"H21152305","H22801633",2
"H21152305","H46630199",2
"H21166615","H5366096",2
"H21176268","H104578300",2
"H21176268","H27998750",3
"H21176268","H39930655",3
"H21176268","H5778691",2
"H21178631","H17633",2
"H21294745","H54846861",2
"H21294745","H8008783",2
"H2131753","H17633",2
"H21382994","H74150263",2
"H21422043","H31155653",2
"H21493494","H13817352",2
"H21493494","H24049370",4
"H21493494","H30664423",2
"H21493494","H39930655",9
"H21493494","H7025353",2
"H21493494","H85951897",2
"H21493494","H9011212",3
"H21506582","H11111060",2
"H21506582","H11611752",2
"H21506582","H12763669",3
"H21506582","H18761839",2
"H21506582","H2432483",9
"H21506582","H25338537",9
"H21506582","H26230942",9
"H21506582","H27746397",3
"H21506582","H39930655",6
"H21506582","H4420984",6
"H21506582","H4630",2
"H21506582","H5090322",9
"H21506582","H783034",9
"H21506582","H8008783",2
"H21525880","H5176572",2
"H21536334","H8347591",2
"H2153896","H13204797",2
"H2153896","H15341890",2
"H2153896","H21741983",2
"H2153896","H28011820",3
"H2153896","H39930655",2
"H2153896","H4904942",2
"H21569885","H109813481",2
"H21569885","H131254",2
"H21569885","H14594385",3
"H21569885","H1512964",4
"H21569885","H1565502",17
"H21569885","H27504019",9
"H21569885","H28827689",7
"H21569885","H33109594",2
"H21569885","H5121445",14
"H21569885","H6429318",2
"H21569885","H695008",2
"H21569885","H75679",5
"H21569885","H9462131",2
"H21646585","H39930655",2
"H21646585","H4872794",2
"H21646585","H8354112",2
"H2169891","H867791",2
"H21741983","H2153896",2
"H21741983","H39930655",2
"H21910309","H34193611",2
"H21916795","H46154143",2
"H21974160","H39930655",3
"H21974160","H7138809",2
"H22145812","H32844998",3
"H22145812","H3330273",3
"H22145812","H53580080",3
"H22153615","H11980555",2
"H22153615","H33747834",2
"H22153615","H34193611",2
"H2215579","H10017900",2
"H2215579","H27998750",3
"H2216329","H53580080",2
"H2217225","H10555363",2
"H2221219","H20236500",3
"H2221219","H867931",3
"H2222558","H3936592",2
"H22239362","H11102678",4
"H22239362","H11711391",2
"H22239362","H2506509",2
"H22239362","H36385637",2
"H22239362","H39930655",4
"H22239362","H42534044",2
"H22239362","H4295608",2
"H22239362","H49032271",4
"H22239362","H5356790",2
"H22239362","H7991441",2
"H22239362","H82184603",2
"H22303263","H1323447",2
"H22303263","H13275854",7
"H22456488","H100955349",4
"H22456488","H16966298",2
"H22456488","H24426199",2
"H22456488","H24709407",2
"H22456488","H28827689",2
"H22456488","H29712821",4
"H22456488","H35672131",4
"H22456488","H40035090",2
"H22456488","H41574699",3
"H22456488","H4240274",2
"H22456488","H562582",2
"H22456488","H67966277",3
"H22456488","H7042945",3
"H22456488","H7138410",2
"H22456488","H9250491",2
"H22489034","H121090333",2
"H22489034","H19328870",2
"H2252538","H1215860",4
"H2252538","H1399272",2
"H2252538","H14275599",13
"H2252538","H2020995",11
"H2252538","H301975",6
"H2252538","H33747834",2
"H2252538","H34104860",2
"H2252538","H34193611",2
"H2252538","H343320",32
"H2252538","H4627692",2
"H2252538","H4645",3
"H2252538","H46800409",2
"H2252538","H5059",4
"H2252538","H6059772",4
"H2252538","H616715",4
"H2252538","H695008",8
"H2252538","H814151",3
"H2252538","H970466",2
"H22546928","H8350390",2
"H22611225","H37033812",3
"H2261483","H1565502",2
"H2261483","H17964679",6
"H2261483","H192856",2
"H2261483","H20530337",2
"H2261483","H25476243",3
"H2261483","H28825130",3
"H2261483","H28827689",3
"H2261483","H3261351",6
"H2261483","H39930655",4
"H2261483","H7920042",3
"H2261483","H8160186",2
"H22653397","H11980555",4
"H22653397","H1468624",3
"H22653397","H16305092",2
"H22653397","H28825130",4
"H22653397","H562582",4
"H22666136","H17035196",6
"H22666136","H18894668",2
"H22666136","H24986051",2
"H22666136","H3765717",2
"H22666136","H4492140",2
"H22666136","H55781438",2
"H22666136","H56646",2
"H22717482","H10017900",2
"H22717482","H17633",3
"H22717482","H18761839",2
"H22717482","H23415873",2
"H22717482","H3393172",2
"H22717482","H35004",2
"H22717482","H3576720",2
"H22717482","H38174123",2
"H22717482","H4240274",3
"H22717482","H4410578",4
"H22717482","H5968774",16
"H22717482","H6059772",3
"H22717482","H6336395",2
"H22717482","H68399594",2
"H22717482","H705346",2
"H22717482","H8008783",3
"H22717482","H9272585",2
"H22731277","H1215860",2
"H22731277","H16088708",2
"H22731277","H2798",2
"H22731277","H343320",5
"H22731277","H46630199",2
"H22731277","H5121445",5
"H22731277","H8347591",2
"H22756175","H11970274",2
"H22756175","H27696",3
"H22756175","H33313857",2
"H22756175","H3331633",4
"H22756175","H4977214",2
"H22756175","H62968823",4
"H22756175","H69033883",2
"H22756175","H87150307",2
"H22764801","H43014415",2
"H22801633","H13817352",2
"H22801633","H16544857",2
"H22801633","H17633",19
"H22801633","H21152305",2
"H22801633","H31488625",5
"H22801633","H32067",2
"H22801633","H347943",5
"H22801633","H41047431",2
"H22801633","H46630199",2
"H22801633","H54846861",2
"H22801633","H7668157",2
"H2291656","H11392153",5
"H2291656","H1864688",2
"H2291656","H27323824",2
"H2291656","H3768",2
"H2291656","H40409691",4
"H2291656","H42252030",2
"H2291656","H511136",7
"H2291656","H5956393",4
"H2291656","H7025353",7
"H2291656","H8008783",2
"H2291656","H9011212",4
"H22932609","H17633",3
"H22932609","H3672670",24
"H22932609","H466987",48
"H22932609","H553227",2
"H23183316","H104578300",3
"H23183316","H17633",2
"H23254878","H7630547",2
"H23309978","H11611752",2
"H23313048","H13237836",2
"H2334362","H6037826",2
"H23356179","H8008783",2
"H23415873","H22717482",2
"H23415873","H5968774",8
"H23463886","H11600217",2
"H23518749","H5291972",2
"H23518749","H6090773",2
"H23610943","H39930655",4
"H23610943","H58120719",2
"H23610943","H7025353",2
"H23610943","H8008783",2
"H23630423","H105847496",2
"H23630423","H1399272",2
"H23630423","H1565502",13
"H23630423","H17123337",2
"H23630423","H18220671",4
"H23630423","H28827689",5
"H23630423","H36812494",2
"H23630423","H38289794",2
"H23630423","H39930655",2
"H23630423","H40644141",2
"H23630423","H4240274",4
"H23630423","H44203219",2
"H23630423","H4539831",2
"H23630423","H50159579",2
"H23630423","H6353432",3
"H23630423","H69033883",4
"H23630423","H71981250",2
"H23630423","H90290342",4
"H23630423","H9287583",2
"H23630423","H94688469",2
"H23630423","H95154314",2
"H23630423","H98246724",2
"H2363299","H11231930",2
"H2363299","H33747834",2
"H2363299","H34193611",2
"H2366791","H24421384",2
"H2366791","H38947650",2
"H2366791","H458671",2
"H2366791","H56607502",2
"H2366791","H7406844",2
"H2374185","H17633",2
"H23805630","H50022632",2
"H23848897","H33524439",2
"H23859573","H30313055",4
"H23859573","H31488625",4
"H23859573","H5771803",4
"H24017157","H59084007",3
"H24049370","H1096793",2
"H24049370","H11630609",2
"H24049370","H13632628",4
"H24049370","H18393059",4
"H24049370","H19112828",4
"H24049370","H21032851",2
"H24049370","H21493494",4
"H24049370","H30100464",3
"H24049370","H30615535",4
"H24049370","H32844998",4
"H24049370","H3330273",3
"H24049370","H35794807",2
"H24049370","H46542918",2
"H24049370","H4840610",2
"H24049370","H53580080",3
"H24049370","H5812009",2
"H24049370","H7025353",2
"H24049370","H8160186",6
"H2409993","H24554688",2
"H24172960","H1399272",2
"H2432483","H21506582",9
"H2432483","H25197983",2
"H2432483","H25962851",3
"H24336073","H11203497",2
"H24336073","H11630609",5
"H24336073","H1721549",2
"H24336073","H21032851",6
"H24336073","H25115282",2
"H24336073","H26228670",2
"H24336073","H30383311",2
"H24336073","H31548826",6
"H24336073","H35456515",2
"H24336073","H35794807",2
"H24336073","H46630199",2
"H24336073","H53137795",10
"H24336073","H55781438",2
"H24336073","H7323300",4
"H24336073","H8008783",14
"H24336073","H81951197",2
"H24336073","H824423",2
"H24336073","H8556430",2
"H24336073","H8591234",2
"H24336073","H87346288",14
"H2440699","H36482071",2
"H2440699","H466987",5
"H2440699","H6353432",2
"H24421384","H1565502",13
"H24421384","H2366791",2
"H24421384","H27998750",2
"H24421384","H28827689",5
"H24421384","H301975",2
"H24421384","H38289794",2
"H24421384","H4630",2
"H24421384","H47593419",2
"H24421384","H5121445",2
"H24421384","H56607502",2
"H24426199","H13319995",2
"H24426199","H180061",3
"H24426199","H22456488",2
"H24426199","H33524439",2
"H24426199","H3936592",2
"H24447822","H11611752",2
"H24447822","H29829945",2
"H24447822","H3574033",2
"H24459644","H35881561",2
"H24491939","H48259132",3
"H24554688","H2409993",2
"H24590159","H34104860",2
"H24599895","H10656987",2
"H24599895","H12710712",2
"H24599895","H1468884",2
"H24599895","H33747834",2
"H24599895","H34193611",2
"H24709407","H20548311",2
"H24709407","H22456488",2
"H24709407","H4240274",2
"H24808618","H487806",2
"H24808618","H5992301",2
"H248513","H1565502",8
"H248513","H32015",8
"H248513","H32067",56
"H248513","H5059",8
"H24902540","H11611752",7
"H24902540","H39930655",2
"H2492536","H17834891",2
"H2492536","H2798",2
"H2492536","H4100648",2
"H2492536","H4564848",2
"H2492536","H8160186",2
"H24986051","H11403959",2
"H24986051","H17035196",3
"H24986051","H22666136",2
"H24986051","H4492140",2
"H2506509","H11102678",2
"H2506509","H22239362",2
"H2506509","H49032271",2
"H25115282","H11630609",2
"H25115282","H21032851",3
"H25115282","H24336073",2
"H25115282","H31548826",3
"H25115282","H46630199",2
"H25115282","H53137795",5
"H25115282","H55781438",2
"H25115282","H8008783",8
"H25115282","H8591234",2
"H25115282","H87346288",7
"H25188","H12514858",2
"H25188","H15274203",2
"H25188","H20724798",2
"H25188","H2944360",2
"H25188","H30664423",2
"H25188","H3393172",2
"H25188","H39930655",5
"H25188","H53670",2
"H25188","H82330120",5
"H25188","H9419684",4
"H25197983","H11611752",2
"H25197983","H1864688",2
"H25197983","H2432483",2
"H25197983","H27323824",2
"H25197983","H3102692",2
"H25197983","H34659809",2
"H25197983","H39930655",2
"H25197983","H5090322",2
"H25197983","H60104245",2
"H25197983","H8008783",4
"H25197983","H8354112",2
"H25202519","H29712821",4
"H25202519","H35672131",3
"H2530459","H67068549",2
"H25311748","H11403959",3
"H25311748","H2038963",3
"H25311748","H2629218",3
"H25313317","H14497401",2
"H253258","H10871811",2
"H253258","H11611752",4
"H253258","H11630609",2
"H253258","H21032851",2
"H253258","H32067",5
"H253258","H347943",2
"H253258","H46542918",2
"H253258","H46630199",2
"H253258","H5812009",2
"H253258","H6421422",2
"H253258","H7025353",4
"H253258","H7138809",2
"H25338537","H21506582",9
"H25338537","H343320",2
"H25338537","H42319418",2
"H25338537","H46630199",2
"H25338537","H48606830",2
"H25338537","H5169749",2
"H25338537","H783034",2
"H2534048","H16088708",2
"H25364945","H41047431",2
"H25476243","H18830369",2
"H25476243","H2261483",3
"H25476243","H27323824",2
"H25476243","H28827689",2
"H25476243","H2944360",2
"H25476243","H31600200",2
"H25476243","H4240274",2
"H25476243","H8354112",3
"H25539909","H3781807",2
"H2554757","H31516956",3
"H25653221","H15743579",3
"H2583808","H1907809",2
"H2583808","H32067",3
"H2583808","H672624",2
"H2583808","H949856",3
"H25859907","H10620467",2
"H25859907","H8008783",2
"H25962851","H2432483",3
"H25962851","H4240274",3
"H25962851","H4671797",3
"H25962851","H7025353",3
"H25969674","H16088708",2
"H25969674","H29711",2
"H25969674","H418693",2
"H25969674","H46630199",2
"H2598912","H11611752",2
"H2598912","H1864688",2
"H2598912","H2070536",2
"H2598912","H34312",2
"H2598912","H35295069",4
"H2598912","H39930655",6
"H2598912","H4130856",4
"H2598912","H6336395",3
"H2598912","H7824679",2
"H2598912","H8261484",3
"H2599970","H5422156",2
"H26017860","H10256614",2
"H26017860","H10292499",2
"H26017860","H10808381",2
"H26017860","H108566353",2
"H26017860","H11133326",2
"H26017860","H15830506",2
"H26017860","H16442013",4
"H26017860","H2944360",2
"H26017860","H3111772",2
"H26017860","H3440635",2
"H26017860","H3914691",4
"H26017860","H46020006",2
"H26017860","H46630199",3
"H26017860","H47426300",14
"H26017860","H4913086",2
"H26017860","H4921735",2
"H26017860","H55825734",2
"H26017860","H68392253",2
"H26017860","H69845083",2
"H26017860","H7025353",2
"H26017860","H7762489",2
"H26084848","H6353432",2
"H26120471","H7025353",2
"H26123572","H1443163",2
"H26123572","H3936592",2
"H26123572","H44949993",9
"H26123572","H5318956",2
"H26228670","H11630609",2
"H26228670","H21032851",3
"H26228670","H24336073",2
"H26228670","H31548826",3
"H26228670","H46630199",2
"H26228670","H53137795",5
"H26228670","H8008783",7
"H26228670","H87346288",7
"H26230942","H11600217",2
"H26230942","H1468884",2
"H26230942","H21506582",9
"H26230942","H8008783",2
"H26230942","H84771858",2
"H2629218","H25311748",3
"H2629218","H35295069",4
"H2629218","H39742620",3
"H2629218","H44203219",3
"H2629218","H5291972",2
"H2629218","H6336395",3
"H2629218","H7249654",4
"H2629218","H8261484",3
"H26389480","H50022632",2
"H26389480","H75679",7
"H26389480","H98794863",2
"H2639662","H10017900",2
"H2639662","H29344017",2
"H2639662","H69530417",2
"H2639662","H74778",2
"H2657160","H46630199",3
"H2657160","H8386207",2
"H26675704","H33262773",11
"H26675704","H39930655",3
"H26675704","H8008783",2
"H26711938","H4627692",2
"H26711938","H695008",2
"H26874029","H372412",2
"H26874029","H6353432",2
"H2723","H58166745",2
"H2726546","H11611752",2
"H2726546","H2070536",2
"H2726546","H33431046",2
"H2726546","H39930655",7
"H2726546","H6421422",31
"H2726546","H6757090",3
"H2726546","H7025353",4
"H2726546","H8201030",3
"H27323824","H10084983",2
"H27323824","H11611752",2
"H27323824","H15830506",2
"H27323824","H17123337",2
"H27323824","H2070536",2
"H27323824","H2291656",2
"H27323824","H25197983",2
"H27323824","H25476243",2
"H27323824","H2944360",4
"H27323824","H32959018",2
"H27323824","H39930655",3
"H27323824","H46582948",2
"H27323824","H65403910",2
"H27323824","H7025353",2
"H27323824","H783034",2
"H27353","H27789799",2
"H27353","H56885621",2
"H27353","H86884249",2
"H27504019","H21569885",9
"H27504019","H28827689",18
"H27550391","H1479590",3
"H27550391","H8160186",2
"H27696","H10084983",5
"H27696","H11133326",2
"H27696","H11231930",3
"H27696","H1215860",3
"H27696","H13275854",6
"H27696","H1346845",2
"H27696","H17633",2
"H27696","H22756175",3
"H27696","H301975",7
"H27696","H32015",2
"H27696","H332901",2
"H27696","H3331633",2
"H27696","H33747834",2
"H27696","H34193611",2
"H27696","H342154",2
"H27696","H343320",5
"H27696","H3574033",3
"H27696","H3579390",2
"H27696","H4397261",2
"H27696","H4627692",3
"H27696","H4645",2
"H27696","H5059",2
"H27696","H5121445",5
"H27696","H695008",3
"H27696","H723470",2
"H27696","H8041566",2
"H27696","H8347591",2
"H27746397","H21506582",3
"H27746397","H39930655",2
"H27746397","H4420984",2
"H2775555","H32067",2
"H27789799","H27353",2
"H27956906","H14398760",7
"H27956906","H35456515",2
"H2798","H22731277",2
"H2798","H2492536",2
"H2798","H32067",3
"H2798","H332901",4
"H2798","H39930655",2
"H2798","H5338703",2
"H2798","H5900428",2
"H2798","H7991441",3
"H2798","H824423",2
"H2798","H89220762",2
"H27998750","H1187360",2
"H27998750","H15808010",2
"H27998750","H18492215",3
"H27998750","H21176268",3
"H27998750","H2215579",3
"H27998750","H24421384",2
"H27998750","H29347194",2
"H27998750","H39767027",2
"H27998750","H4240274",3
"H27998750","H44462",2
"H27998750","H466987",6
"H27998750","H63974750",3
"H27998750","H6429318",2
"H27998750","H69033883",2
"H27998750","H8321439",4
"H28011820","H1864688",4
"H28011820","H2153896",3
"H28011820","H3142082",3
"H28011820","H39930655",3
"H28011820","H41047431",2
"H28011820","H511136",3
"H28011820","H583741",2
"H28011820","H8008783",5
"H28110697","H20616367",2
"H2853696","H15878465",2
"H2853696","H75194386",2
"H2868637","H466987",2
"H28774814","H16088708",2
"H28825130","H11980555",2
"H28825130","H17633",2
"H28825130","H1864688",4
"H28825130","H1865736",2
"H28825130","H2261483",3
"H28825130","H22653397",4
"H28825130","H31600200",2
"H28825130","H41047431",3
"H28825130","H45390384",2
"H28825130","H4993788",2
"H28825130","H50391241",2
"H28825130","H6353432",2
"H28825130","H7025353",2
"H28825130","H74778",2
"H28827689","H1187360",2
"H28827689","H12003362",2
"H28827689","H12037959",2
"H28827689","H130539",2
"H28827689","H13239338",2
"H28827689","H1479590",3
"H28827689","H1565502",60
"H28827689","H17633",3
"H28827689","H1903170",2
"H28827689","H19328870",5
"H28827689","H21569885",7
"H28827689","H22456488",2
"H28827689","H2261483",3
"H28827689","H23630423",5
"H28827689","H24421384",5
"H28827689","H25476243",2
"H28827689","H27504019",18
"H28827689","H32067",2
"H28827689","H3873893",4
"H28827689","H39512200",5
"H28827689","H39930655",2
"H28827689","H4240274",2
"H28827689","H47593419",5
"H28827689","H56884897",2
"H28827689","H5968774",5
"H28827689","H6296353",2
"H28827689","H8041566",5
"H28827689","H9794313",5
"H28967118","H50022632",2
"H2902940","H30052060",2
"H2909888","H3781807",2
"H2909888","H427473",2
"H29242756","H8591234",2
"H29299104","H1546598",2
"H29299104","H17633",2
"H29299104","H21057985",2
"H29344017","H2639662",2
"H29347194","H27998750",2
"H29347194","H8354112",3
"H2936043","H11630609",2
"H2936043","H14398760",7
"H2936043","H4240274",2
"H29435817","H49032271",2
"H2944360","H1468884",4
"H2944360","H14692970",2
"H2944360","H15830506",2
"H2944360","H15902586",4
"H2944360","H16442013",2
"H2944360","H19214127",2
"H2944360","H2070536",4
"H2944360","H25188",2
"H2944360","H25476243",2
"H2944360","H26017860",2
"H2944360","H27323824",4
"H2944360","H33663667",2
"H2944360","H33747834",2
"H2944360","H34193611",2
"H2944360","H3914691",2
"H2944360","H39930655",11
"H2944360","H4191377",2
"H2944360","H427473",2
"H2944360","H4280278",2
"H2944360","H46582948",4
"H2944360","H47426300",8
"H2944360","H52703422",3
"H2944360","H5778691",3
"H2944360","H58166745",2
"H2944360","H5968774",2
"H2944360","H6059772",2
"H2944360","H611958",2
"H2944360","H7025353",4
"H2944360","H8008783",5
"H2944360","H81126966",2
"H2944360","H8201030",2
"H2944360","H8233772",2
"H2944360","H95459395",4
"H2944360","H9907373",2
"H29462405","H16088708",2
"H29462405","H33747834",2
"H29462405","H3393172",2
"H29462405","H34193611",2
"H29462405","H9011212",2
"H2950437","H7025353",2
"H29711","H18220671",3
"H29711","H25969674",2
"H29711","H343320",2
"H29711","H50148",2
"H29712821","H20371167",2
"H29712821","H22456488",4
"H29712821","H25202519",4
"H29712821","H35672131",12
"H29712821","H3672670",3
"H29712821","H40797092",4
"H29712821","H4212613",4
"H29712821","H5795",5
"H29712821","H5803",4
"H29712821","H75679",2
"H29738489","H19008477",2
"H29738489","H95154314",3
"H29814693","H15044614",4
"H29827252","H1369442",2
"H29827252","H35794807",2
"H29829945","H24447822",2
"H29829945","H30615535",2
"H29862214","H3318111",2
"H29862214","H7042945",2
"H29862214","H8347591",2
"H30052060","H2902940",2
"H30052060","H3055236",2
"H30052060","H4240274",2
"H30052060","H43865979",2
"H30052060","H466987",2
"H30100464","H1096793",4
"H30100464","H11611752",2
"H30100464","H24049370",3
"H30100464","H32844998",2
"H30100464","H41648044",2
"H30100464","H46630199",3
"H30100464","H8160186",4
"H30168636","H13817352",2
"H30168636","H30664423",2
"H301975","H1215860",6
"H301975","H2020995",15
"H301975","H2252538",6
"H301975","H24421384",2
"H301975","H27696",7
"H301975","H32015",4
"H301975","H32067",3
"H301975","H33313857",3
"H301975","H333630",2
"H301975","H343320",49
"H301975","H4212613",3
"H301975","H4645",3
"H301975","H481929",4
"H301975","H49583",2
"H301975","H5059",4
"H301975","H56646",2
"H301975","H616715",6
"H301975","H695008",12
"H301975","H7042945",3
"H301975","H91876859",2
"H301975","H970466",3
"H301975","H98821114",2
"H3025492","H42027538",2
"H3027744","H17633",2
"H30283594","H9419684",2
"H30313055","H23859573",4
"H30315692","H54846861",2
"H30315692","H8008783",3
"H30383311","H11630609",2
"H30383311","H21032851",3
"H30383311","H24336073",2
"H30383311","H31548826",3
"H30383311","H53137795",5
"H30383311","H8008783",7
"H30383311","H87346288",7
"H30386874","H11231930",2
"H30386874","H12599191",2
"H30386874","H15605440",2
"H30386874","H20548311",2
"H30386874","H75021791",2
"H30386874","H783034",2
"H30386874","H8590537",2
"H3055236","H30052060",2
"H30615535","H24049370",4
"H30615535","H29829945",2
"H30664423","H13817352",2
"H30664423","H21493494",2
"H30664423","H25188",2
"H30664423","H30168636",2
"H30664423","H4908216",2
"H3077051","H33262773",2
"H3077051","H332901",2
"H3077051","H6336395",2
"H30791647","H1443163",2
"H3102692","H25197983",2
"H3102692","H343320",5
"H3106799","H104578300",2
"H3106799","H5778691",3
"H3111772","H16442013",2
"H3111772","H1864688",2
"H3111772","H26017860",2
"H3111772","H3914691",2
"H3111772","H47426300",7
"H31155653","H21422043",2
"H3142082","H14229159",2
"H3142082","H28011820",3
"H3142082","H37811920",2
"H3142082","H9692598",2
"H31488625","H17633",4
"H31488625","H22801633",5
"H31488625","H23859573",4
"H315148","H466987",2
"H31516956","H2554757",3
"H31548826","H11630609",6
"H31548826","H1721549",3
"H31548826","H21032851",9
"H31548826","H24336073",6
"H31548826","H25115282",3
"H31548826","H26228670",3
"H31548826","H30383311",3
"H31548826","H35456515",3
"H31548826","H35794807",3
"H31548826","H46630199",3
"H31548826","H53137795",15
"H31548826","H55781438",3
"H31548826","H8008783",22
"H31548826","H81951197",3
"H31548826","H824423",3
"H31548826","H8556430",3
"H31548826","H8591234",3
"H31548826","H87346288",21
"H31580361","H46800409",2
"H31600200","H11611752",2
"H31600200","H11980555",5
"H31600200","H15830506",2
"H31600200","H17633",2
"H31600200","H1864688",2
"H31600200","H19588566",2
"H31600200","H25476243",2
"H31600200","H28825130",2
"H31600200","H347943",2
"H31600200","H39930655",4
"H31600200","H41262444",2
"H31600200","H511136",3
"H31600200","H54846861",4
"H31600200","H8350390",2
"H31790029","H5796073",2
"H3180030","H466987",2
"H31868593","H35295069",4
"H31868593","H6336395",3
"H31868593","H8261484",3
"H3186876","H40794568",2
"H32009941","H12037959",5
"H32009941","H7042945",2
"H32009941","H75208389",2
"H32015","H12161205",3
"H32015","H1565502",2
"H32015","H17633",2
"H32015","H248513",8
"H32015","H27696",2
"H32015","H301975",4
"H32015","H32067",7
"H32015","H3765717",2
"H32015","H4384549",2
"H32015","H5121445",4
"H32015","H53610057",2
"H32067","H1096793",2
"H32067","H11611752",8
"H32067","H11970274",2
"H32067","H11980555",2
"H32067","H12710712",2
"H32067","H1565502",7
"H32067","H17256405",3
"H32067","H17633",4
"H32067","H22801633",2
"H32067","H248513",56
"H32067","H253258",5
"H32067","H2583808",3
"H32067","H2775555",2
"H32067","H2798",3
"H32067","H28827689",2
